,Index,Address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
4935,2003,0x82a099baeaf1113677829379a44d51d12a9da445,2.89,9714.84,378991.55,39,39,0,3,2,0.040761,13.163401,1.781011,0.040341,13.162981,1.780591,0,0,0,78,69.44303356,69.45941356,0,0.016380003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,2004,0x82a292e751c7ab1a679bca16b100ac5ee2340442,17.51,8.22,68.97,3,2,0,2,3,16.227717000000002,84.772283,50.5,0.464005,85.650086,33.666149,0,0,0,5,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4945,2013,0x82d3557cc737e9332290e7b3cb8d55172cbbdd48,0,14707.19,161779.1,0,11,1,6,0,0,5,3.069955,0,0,0,0,0,0,12,0,33.76950418,0,33.76950418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,2019,0x82e20626abef466054404ebfbe915e15837389f2,2108.29,5423.29,153946.63,19,21,0,7,18,0.048466,2.668444,0.406624,0.000706,2.667982,0.448471,0,0,0,40,8.52094881,8.53910951,0,0.0181607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,2021,0x82eaf52081dc1598ee1b006e41d8bcbf02e2b115,12039.86,971.62,315951.33,26,3,0,2,5,0.09,2.995,1.36,0,3.4238150000000003,0.272724,0,0,0,29,7.090814537999999,4.08,0,-3.010814538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,2022,0x82f8bf41d1a031f1c36f3fa25e6ed9b36e1cc3e9,22977.89,8578.63,706189.25,27,10,0,8,13,0.001,12,3.322431,0,140,14.187881,0,0,0,37,383.0727776,33.22431414,0,-349.8484634,10,3585.5845,1306.313816,0,2,7,0,6,0,0,0,0,0,1679.270684,512.226357,6.398943,1291.026481,435.437939,0,0,0,3,6,OmiseGO,OmiseGO
4956,2024,0x830417840d2c22e51a212c9479970f4cddc03b74,164.38,0.21,329.18,2,2,0,2,2,18.146265,82.853735,50.5,1,99.998974,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,2025,0x83045d998152bbe2c7f6a2433d20cd677531305f,0,16090.67,181076.48,1,11,0,1,1,0.050003,0.200456,0.07125,0.783578,0.783578,0.783578,0,0,0,12,0.783578461,0.7837464690000001,0,0.000168008,2,159.7426249,0,0,0,2,0,2,0,0,0,0,0.028719,159.713906,79.871312,0,0,0,0,0,0,0,2,None,OmiseGO
4976,2044,0x8348dd87fd85e5a72daeec7d39a0e1ba142db0f0,1110.06,249.52,11487.67,9,6,0,3,7,0.015,14.995,4.179167,0.1,23.27,2.785556,0,0,0,15,25.07,25.075,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,2053,0x83c33ecd238e754c29a84d5edd906f85e3bf596a,7779.39,13404.96,815420.5,29,44,0,6,21,0.06553,3.998515,0.601228,0.01,2,0.792415,0,0,0,73,22.98004873,26.45401142,0,3.473962685,12,20462.35585,0,0,0,9,0,12,0,0,0,0,0,19552.8,1705.196321,0,0,0,0,0,0,0,12,None,Livepeer Token
4990,2058,0x83ce76ab9420ad376693874d3e5c5cdcf5ae3a4d,74027.79,15827.65,253738.68,3,2,0,2,1,1.12,59.3,30.21,0.004418,59.297,20.139473,0,0,0,5,60.41841778,60.42,0,0.001582216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,2073,0x84367f8a1cf35f6b285f1200b93e1db8a5552786,0,14721.62,88329.73,0,6,1,2,0,0,30,7.883333,0,0,0,0,0,0,7,0,47.3,0,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,2076,0x844c8ae5bad5c56edfcbc16ca7f97828738e5178,8206.21,17563.84,392454.07,20,13,0,7,11,0.007511,0.165222,0.046162,0,0.190606,0.029238,0,0,0,33,0.584755974,0.6001044320000001,0,0.015348458,20,444.31958889999987,444.31958889999987,0,7,7,0,4,0,0,0,0,0,171.32620500000004,37.026632,0,171.32620500000004,55.539949,0,0,0,4,4,Golem,Golem
5044,2112,0x854788e844d72c64a640943bbb4aec0d0ee55380,16818.12,17260.95,270861.3,12,4,0,3,8,0.005,1,0.613556,0,0.999264,0.323246,0,0,0,16,3.878952,2.4542258,0,-1.4247262,8,3243.545057,0.075329111,0,2,2,0,5,0,0,0,0,0.075329,963.469728,648.709011,0,0.075329,0.02511,0,0,0,2,3,TrueFlip,Dao.Casino
5058,2126,0x85f71cf951e6d25cf7013d208cd7642618057bda,7690.54,2922.18,380982,37,33,0,17,30,0.021968,27,10.36903,0,41.274704,9.099545,0,0,0,70,336.683182,342.1779878,0,5.4948058610000015,32,16991.89246,7074.204923,0,10,11,0,14,0,0,0,0,0,8888,772.358748,20.100884,1945.033902,707.420492,0,0,0,5,14,Golem,OmiseGO
5069,2137,0x862d1cecda5371d73ca01647c9efd20b57755693,211.42,0,1268.52,6,1,0,1,3,0.223478,0.223478,0.223478,0,0.21530700000000005,0.069218,0,0,0,7,0.4153071370000001,0.22347829,0,-0.191828847,2,0.199999996,0.199999996,0,1,1,0,1,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,1,1,,
5084,2152,0x86b045a0f0e6c0f693745f6bb8558d62ac54f51c,20.32,0,60.97,3,1,0,1,3,101,101,101,10,56.38468,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5098,2166,0x87218d83f843802a5a7d709284c82315e5bf0376,219.89,8587.79,1161966.2,90,133,0,3,1,0.01001,1.19774,0.600286,0.489947,1.197131,0.8818450000000001,0,0,0,223,79.36606672,79.83809184,0,0.472025124,2,102.0966112,0,0,0,2,0,2,0,0,0,0,2.096611,100,51.048306,0,0,0,0,0,0,0,2,None,blockwell.ai KYC Casper Token
5116,2184,0x879ae65b185e1f2ce5853dc75763012dc00121e4,2399.06,1199.33,519321.58,25,383,0,4,22,0.046922000000000005,1.3928,0.215832,0.001,16,3.305679,0,0,0,408,82.64197234,82.66360158,0,0.021629241,10,35141.11821,0,0,0,9,0,10,0,0,0,0,0,33006,3514.111821,0,0,0,0,0,0,0,10,None,CANDY
5136,2204,0x88291b93c390dcce3253d59f16937a9ffc3f166e,160.08,0,320.17,2,1,0,1,2,101,101,101,0.20692600000000005,100.79209,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,2207,0x883c52f84ca01138243b72fc23a4e6ad1d3e8db0,0,14294.54,200123.5,0,14,1,4,0,0,14.558,5.639721,0,0,0,0,0,0,15,0,78.956091,0,78.956091,2,1.811864469,0,0,0,2,0,2,0,0,0,0,0.753263,1.058601,0.905932,0,0,0,0,0,0,0,2,None,OmiseGO
5144,2212,0x885a742719faf7ecc5670b16420a9487e9fbf625,2.65,1.75,21202.03,4151,5849,0,1907,2353,0.009491,6847.699729000001,35.88780999999999,0.01,1000,21.175288,0,0,0,10000,87898.6189,209907.8032,0,122009.1843,56,90809.24358,0,0,0,46,0,52,0,0,0,0,0,20180.614,1621.593635,0,0,0,0,0,0,0,52,None,XCELTOKEN
5148,2216,0x887577e2a69e4cec357a223de5d0b9ab3b93f474,0,1661.63,252568.48,0,152,1,5,0,0,0.624218,0.271753,0,0,0,0,0,0,153,0,41.30648614,0,41.30648614,2,1.134405905,0,0,0,2,0,2,0,0,0,0,0.338668,0.7957380000000001,0.567203,0,0,0,0,0,0,0,2,None,OmiseGO
5152,2220,0x888798a0b30ab4cc02c6322e0e0d481fefa62fd6,0,2512.67,291469.9,0,116,1,5,0,0,1.225907,0.477958,0,0,0,0,0,0,117,0,55.44313184,0,55.44313184,2,1.4188559580000002,0,0,0,2,0,2,0,0,0,0,0.1974,1.221456,0.709428,0,0,0,0,0,0,0,2,None,OmiseGO
5174,2242,0x8941db101a341c1171e15bf9ed9963f04ff43ab4,4908.1,3785.8,235723.43,38,13,0,8,18,0.063216,65.214606,9.382453,0,29,3.208928,0,0,0,51,121.9392761,121.9718917,0,0.032615612999999995,22,25697.77969,16204.50685,0,7,6,0,6,0,0,0,0,2.9544650000000003,9159.415858,1835.555692,1,5234.081571,2025.563356,0,0,0,3,6,Golem,EOS
5187,2255,0x8985e46cb954d681be183cc0227245330b600929,3734.07,4733.68,980317.72,99,129,0,11,43,0.050236,29.9991,1.367741,0,24.451853,1.6696540000000002,0,0,0,228,165.2957167,176.4386234,0,11.14290668,86,1553179280,93542.72326,0,15,28,0,27,0,0,0,0,0,1553031969,21875764.5,1e-06,51000,6236.18155,0,0,0,8,26,EOS,EOS
5191,2259,0x89a788089cd0d98755123126baef7577a2355427,0,0,15369.12,1,1,0,1,1,2,2,2,0.25,0.25,0.25,0,0,0,2,0.25,2,0,1.75,7,353.483183,0,0,0,6,0,7,0,0,0,0,0,312.430205,50.497598,0,0,0,0,0,0,0,7,None,Livepeer Token
5192,2260,0x89aea3bdd65d33de56d9a7330b68b6c7896e9e00,30471.86,8486.24,116874.32,3,3,0,2,3,1.965247,4.497991000000002,3.22108,0.2,3.2,2.2,0,0,0,6,6.6,9.66323853,0,3.06323853,9,472.2688464,0,0,0,7,0,9,0,0,0,0,0,407.360681,52.474316,0,0,0,0,0,0,0,9,None,Livepeer Token
5196,2264,0x89b3d8f278985175c0173a0f9ff396fde432f358,0,2489.09,228995.87,0,92,1,6,0,0,36.99,1.199477,0,0,0,0,0,0,93,0,110.3518792,0,110.3518792,2,601.2905937,0,0,0,2,0,2,0,0,0,0,1.290594,600,300.645297,0,0,0,0,0,0,0,2,None,OmiseGO
5201,2269,0x89c496c3d63bb5f4fa04fa0961fc8b68a7825fbe,18.96,0,56.87,3,1,0,1,3,101,101,101,1.00951,83.725978,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,2289,0x8a6b1b6ec05e82edb62674a8cb46ccc56b8e8517,0,0,2.85,1,1,0,1,1,1.9,1.9,1.9,1.899528,1.899528,1.899528,0,0,0,2,1.899528364,1.9,0,0.000471636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,2299,0x8ada3eb7c997fc7751f24c092eb2635c9bb55044,17.78,1349.09,768200.03,563,562,0,9,2,0.010005,2.246937,0.099487,0.004336,2.246307,0.098707,0,0,0,1125,55.57185191,55.91173434,0,0.339882434,2,0.010000002,0,0,0,2,0,2,0,0,0,0,0,0.01,0.005,0,0,0,0,0,0,0,2,None,FXPay
5234,2302,0x8aeb4f768d05d766007bc53e4164aadea050b47b,0,0,5.93,1,1,0,1,1,0.663027,0.663027,0.663027,0.6615409999999999,0.6615409999999999,0.6615409999999999,0,0,0,2,0.66154138,0.66302662,0,0.00148524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,2317,0x8b3ced14d8ed7971aa1fe8ca4bb11716269e1665,6.27,6710.88,26868.58,4,4,0,3,4,0.49,1.99,1.27614,0.4895100000000001,1.989496,1.275671,0,0,0,8,5.102683441,5.104559,0,0.001875559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,2323,0x8b7ac81411a76456c63bab682a88a6d0dc1bc40d,0,2986.44,289684.35,0,97,1,3,0,0,1.014657,0.904525,0,0,0,0,0,0,98,0,87.73896868,0,87.73896868,3,3.052301839,0,0,0,3,0,3,0,0,0,0,0.372459,2,1.017434,0,0,0,0,0,0,0,3,None,BOX Token
5258,2326,0x8b889c5d8ac685a0efb740fcd33f10c14f692cc9,0,8004.59,200114.78,0,25,1,6,0,0,10.859416,3.745598,0,0,0,0,0,0,26,0,93.63994461,0,93.63994461,2,2.035784816,0,0,0,2,0,2,0,0,0,0,0.46255,1.573235,1.017892,0,0,0,0,0,0,0,2,None,OmiseGO
5262,2330,0x8bad52af58e64509be45b0dde982f178c5c04d91,23.23,0,69.68,3,1,0,1,3,101,101,101,0.05,54.838452,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,2336,0x8bdac788f3d3b99d93ecf45cb013868b755b30e2,105.47,7259.99,103116.38,14,14,0,1,1,0.050733,0.102009,0.090319,0.050256,0.101588,0.08952,0,0,0,28,1.25328657,1.26445976,0,0.01117319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,2338,0x8be2581adf3ffb509dce8df33fab3a3851087d3a,0,2387.1,226774.68,0,95,1,3,0,0,0.604805,0.264594,0,0,0,0,0,0,96,0,25.13644603,0,25.13644603,2,1.217366159,0,0,0,2,0,2,0,0,0,0,0.321368,0.895998,0.608683,0,0,0,0,0,0,0,2,None,OmiseGO
5277,2345,0x8bff89171a2ac0f5641e7302ec3f3dce2ac72330,158.55,0.36,318.18,2,3,0,3,2,2.0293810000000003,84.655355,33.666667,5.934,95.064571,50.499286,0,0,0,5,100.9985715,101,0,0.001428506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,2357,0x8c6f2e930b213462bf1eb8224eb9748dcb49d3b5,13836.46,5072.06,1220367.7,86,6,0,5,55,0.011906,5.999,2.301257,0,7.9,0.16233699999999998,0,0,0,92,13.961,13.80753947,0,-0.15346053,206,828659.6162,663532.3381,0,34,95,0,95,0,0,0,0,0,222643.804,5451.708001,0,239552,12287.63589,0,0,0,40,94,Patientory,ATLANT
5298,2366,0x8ca1b8a37a045a4894aa5e218a816778c4422bc9,45.76,36.34,219481.13,2676,2670,0,3,2,0.025,0.144048,0.02505,0,0.031846,1.2e-05,0,0,0,5346,0.031846428,66.88282538,0,66.85097895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,2368,0x8cad07aef0a1749c1743d30e1a58e8537837e78c,84.67,2358.01,130706.72,12,55,0,1,1,0.200001,0.208885,0.202187,0.6012649999999999,1.023205,0.92602,0,0,0,67,11.11223457,11.12028191,0,0.008047338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,2373,0x8cd71ad6e23470d8157a386ed4a4ca1d534f6859,1169.15,32003.67,275468.38,44,7,0,4,8,0.002,3.880015,1.003051,0,3.874764,0.205666,0,0,0,51,9.049313303,7.02135572,0,-2.027957583,10,5000130.001,5000000.001,0,3,4,0,4,0,0,0,0,0,5000000,833355.0001,1e-05,5000000,1250000,0,0,0,2,3,Ethbits,Ethbits
5311,2379,0x8d01c8f9b34ce76e0327729adff3a8fd6ed65224,0,1565.86,192600.78,0,123,1,3,0,0,1.333481,0.552005,0,0,0,0,0,0,124,0,67.89663928,0,67.89663928,2,1.955314261,0,0,0,2,0,2,0,0,0,0,0.7491329999999999,1.206181,0.977657,0,0,0,0,0,0,0,2,None,OmiseGO
5315,2383,0x8d1eb19259703073ef8ee4573cfd2e4ca1fc4954,67879.23,398.97,204435.63,3,2,0,1,1,3,4.995,3.9975,0.004502,4.992,2.664501,0,0,0,5,7.993502056,7.995,0,0.001497944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,2389,0x8d5212a4f62ecc71c2710e63222f305c038dc217,22.91,0,68.72,3,1,0,1,3,101,101,101,0.070392,54.152348,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,2411,0x8e21493acd6fbced3c81f1e1bf790278fda8c711,511.66,11731.96,367308.67,30,30,0,1,3,0.082511,0.099297,0.096836,0.082091,0.098877,0.096415,0,0,0,60,2.892458628,2.905079628,0,0.012621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,2425,0x8e88423b8362a1d1e40d9cecdcc605b034d00113,46.25,21115.29,846415.47,39,40,0,6,2,0.16156800000000002,44.998173,7.372713,0.158211,44.991073,7.5592190000000015,0,0,0,79,294.80953230000006,294.9085079,0,0.098975571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,2431,0x8e9c801136181f4dd67d4afd16ba35ba4cd39cee,0,0,56.32,1,1,0,1,1,0.033,0.033,0.033,0.031952999999999995,0.031952999999999995,0.031952999999999995,0,0,0,2,0.031953043,0.033,0,0.001046957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366,2434,0x8eadc166d60ed285bafac9b85976dce6f7c42254,0,0,0,1,0,0,0,1,0,0,0,9.9978,9.9978,9.9978,0,0,0,1,9.9978,0,0,-9.9978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,2441,0x8ede224c762e7d8e6fde9d1cd1316cb27b361ca4,161.58,0.74,324.65,2,2,0,2,2,12.849255,88.150745,50.5,0.2,100.799016,50.499508,0,0,0,4,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,2453,0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374,0,9.97,99644.88,0,9999,1,2718,0,0,238.64,0.066419,0,0,0,0,0,0,10000,0,664.1196658,0,664.1196658,94,9517.249026,0,97.48779643,0,46,1,19,0,0,0,0,0,2500,166.969281,0,0,0,0,0,0,0,19,None,Veritaseum
5387,2455,0x8f371b41fef481fa1bf46ea164cabbb50a7efe0b,58528.49,2513.09,961586.73,16,10,0,3,8,0.078976,11.300559,8.560624,0,35,5.343772,0,0,0,26,85.50035271,85.60623682,0,0.105884114,46,108614.1872,6500,0,4,33,0,38,0,0,0,0,0,16888,2649.126518,0,4000,1300,0,0,0,3,37,Adshares,EOS
5395,2463,0x8f6d76fafff1b424d0f20812f0798d920161c24d,390.27,1268.51,873019.67,186,631,0,33,112,2e-06,81.329879,2.7901860000000003,0,100,9.783844,0,0,0,817,1819.795,1760.6072370000004,0,-59.18776278,128,30054363.22,14550467.88,0,11,38,0,41,0,0,0,0,0,29603715,303579.4265,0,8000000,501740.2719,0,0,0,8,40,Blackmoon Crypto Token,EOS
5428,2496,0x904f3512563e5c02b34b2c140a4be16c371628c4,5368.94,28442.31,393399.55,15,11,0,6,6,0.212804,13.5444,3.692881,0.51,11.3,2.70765,0,0,0,26,40.6147567,40.62169582,0,0.00693912,1,0.391345361,0,0,0,1,0,1,0,0,0,0,0.391345,0.391345,0.391345,0,0,0,0,0,0,0,1,None,OmiseGO
5435,2503,0x90975638f8ea1547e100ed940253d81b958b2a7e,852.65,1723.24,1044115.93,115,549,0,1,17,0.067572,0.266892,0.201474,0.1,2.5,0.947165,0,0,0,664,108.924,110.6090908,0,1.6850908180000002,10,20856.73488,0,0,0,9,0,10,0,0,0,0,0,20109,2085.673488,0,0,0,0,0,0,0,10,None,Livepeer Token
5438,2506,0x90a3e1fd530d28fce1f122df485eb6da09b79f03,141351.31,728.82,567591.7,4,3,0,3,2,0.01,0.6703720000000001,0.376209,0.000831,0.669903,0.281563,0,0,0,7,1.126250448,1.12862796,0,0.002377512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5441,2509,0x90b296419acb044cda3933fb639af8f3c942cf8c,5.24,4940.75,34621.92,7,7,0,7,1,0.3979,20,5.8107,0.397258,19.999341,5.809836,0,0,0,14,40.66885398,40.6749,0,0.006046015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,2512,0x90d98088c404a62fb4bfead0d505b395031f2ed3,2697.97,63932.97,927437.32,12,14,0,5,8,0.01,3,1.066953,0.009496,5.01958,1.583543,0,0,0,26,19.00251657,14.93734143,0,-4.065175136,1,9500,0,0,0,1,0,1,0,0,0,0,9500,9500,9500,0,0,0,0,0,0,0,1,None,Atonomi
5464,2532,0x91572ef4de9dc2f77a9098795e8766382e21459d,161.92,0.82,325.48,2,2,0,2,2,22.876062,78.123938,50.5,5,95.998974,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,2539,0x918442cb0d45f0bfaa517465021387d0af66b3bc,0,1041.06,3123.18,0,3,1,1,0,1,2.5771,1.6387,0,0,0,0,0,0,4,0,4.9161001,0,4.9161001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,2548,0x91cdd3bc6ba83dbefb259852ff16096b30d14340,0,2128.76,319314,0,150,1,3,0,0,0.755019,0.2808,0,0,0,0,0,0,151,0,42.1200435,0,42.1200435,4,47.85197197,0,0,0,4,0,4,0,0,0,0,0,46.924406,11.962993,0,0,0,0,0,0,0,4,None,OmiseGO
5496,2564,0x922e26855561337d93a51751e9d64e43e786cec9,1.14,10623.62,84996.97,7,8,0,1,3,0.14,4.995,1.960755,0.13937,4.99374,2.239753,0,0,0,15,15.67827,15.68604,0,0.00777,1,3.5e-08,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,MCAP
5520,2588,0x92dbcad1eec9361bc051e564757725c71c121a34,24.29,0.26,73.38,3,2,0,2,3,13.918425,87.081575,50.5,0.25,70.371212,33.666151,0,0,0,5,100.9984519,101,0,0.001548055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,2607,0x934caf37ce803e856a39722ec5fb618ad4961441,8.42,789.41,1071461.9,1340,1343,0,3,1,0.200003,3.683318,0.257271,0.191292,3.68156,0.256416,0,0,0,2683,343.5970779,345.5153525,0,1.918274511,6,27.8888,100,0,1,5,0,5,0,0,0,0,0,8.8888,5.57776,100,100,100,0,0,0,1,4,blockwell.ai KYC Casper Token,BeautyChain
5552,2620,0x93b791490ad066cba8b4d6dee484805cd4c83d3c,0,0,26.43,1,1,0,1,1,2.169276,2.169276,2.169276,2.168153,2.168153,2.168153,0,0,0,2,2.168153026,2.16927597,0,0.001122944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5566,2634,0x9425aa74bd783e0a45986e6345ceecce8eccfeb2,81.64,2507.14,788517.45,292,305,0,3,1,0.001,1.056271,0.996428,0.904877,5.033329,1.039557,0,0,0,597,303.5506481,303.9104432,0,0.359795081,4,10037.08634,0,0,0,4,0,4,0,0,0,0,0,10037,2509.271585,0,0,0,0,0,0,0,4,None,OmiseGO
5578,2646,0x94540fcffbfb4134ebe22faa9a4228eb726e8ded,6226.86,1675.52,929903.8,134,57,0,15,48,0.005,16.461612,3.89267,0,16,1.829205,0,0,0,191,245.1134222,221.8821881,0,-23.23123404,105,229845.5493,238992.4649,0,18,24,0,23,0,0,0,0,0,60095.5051,4420.1067170000015,0,60085.5051,4509.291791,0,0,0,19,23,Qtum,OmiseGO
5586,2654,0x948cd33d179f82ece5aac02f104f0cdc22bd6753,3930.61,11275.1,519171.1,3,45,0,3,3,0.010003,6,0.755785,5.2,17.005906,11.335302,0,0,0,48,34.00590558,34.01032335,0,0.004417771,10,2556.954952,0,0,0,8,0,10,0,0,0,0,0,1500,255.695495,0,0,0,0,0,0,0,10,None,Livepeer Token
5589,2657,0x9495602616f00ce45bd11a6f7a796ef593414260,34827.77,1065,495043.73,14,7,0,4,2,1.8,10,4.122857,0,10.000078,2.057698,0,0,0,21,28.807765000000003,28.86,0,0.052234997000000005,10,21523.59375,21515.82375,0,5,2,0,2,0,0,0,0,7.77,21515.82375,10761.79688,250,10000,2689.477969,0,0,0,1,2,Aeternity,VIN
5591,2659,0x94ad3ff4fdb96bd25beb4dd2898377ec22d4d19d,3.49,5651.02,62199.6,11,11,0,6,1,0.02,35.520906,5.10297,0.01958,35.520486,5.10255,0,0,0,22,56.12804720000001,56.1326672,0,0.00462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5596,2664,0x94bd5bcdc9169fa25c956c91514365627fcd512a,18.88,0,56.63,3,1,0,1,3,101,101,101,14.856289000000002,60.265039,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,2669,0x950c91759b0d290f98f34768685e77d56afee5ac,7911.22,16758.17,261580.58,14,9,0,7,8,0.095,13.3149,7.375544,0,20,6.798845,0,0,0,23,95.18383343,66.3799,0,-28.80393343,4,69421.07,69421.07,0,1,3,0,2,0,0,0,0,0,38801.07,23140.35667,69421.07,69421.07,69421.07,0,0,0,1,2,SIGMA,SIGMA
5604,2672,0x952396e47de6b5053be5d25e45c935eac7ed50a8,0,0,63.22,1,1,0,1,1,2.174788,2.174788,2.174788,2.174284,2.174284,2.174284,0,0,0,2,2.17428444,2.17478844,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,2681,0x957911ef30c7a760255e76e88a8d5849b6acf7f6,14087.54,2223.62,60051.58,3,8,0,4,3,1.0409,14.826144,7.327447,3,51.617867,19.539289,0,0,0,11,58.61786659,58.61957834,0,0.001711752,2,603.888216,0,0,0,2,0,2,0,0,0,0,3.888216,600,301.944108,0,0,0,0,0,0,0,2,None,OmiseGO
5619,2687,0x95aca259097cc361d527a1b866a4ee121e6fdfb6,0,4973.31,198932.2,0,40,1,2,0,0,2.043613,0.976633,0,0,0,0,0,0,41,0,39.06530094,0,39.06530094,2,1.071407948,0,0,0,2,0,2,0,0,0,0,0.317716,0.753692,0.535704,0,0,0,0,0,0,0,2,None,OmiseGO
5620,2688,0x95afb02b58bcba3167cc8029f9d7396af49c95da,0,22080.82,88323.28,0,4,1,3,0,0,39.86,24.965,0,0,0,0,0,0,5,0,99.86,0,99.86,1,2,0,0,0,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,None,BOX Token
5628,2696,0x9607b8597edda702e68307a901316eee2d5b3642,6340.4,3117.36,18915.52,2,2,0,1,2,1.002,1.007192,1.0045959999999998,1,1.007508,1.003754,0,0,0,4,2.007508171,2.00919174,0,0.001683569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
